sample_index,sample_token,depth_source,pseudo_points,lidar_points,pseudo_to_gt_mean_nn,pseudo_to_gt_median_nn,pseudo_to_gt_p90_nn,pseudo_to_gt_p95_nn,gt_to_pseudo_mean_nn,gt_to_pseudo_median_nn,gt_to_pseudo_p90_nn,gt_to_pseudo_p95_nn,bev_iou
0,ca9a282c9e77460f8360f564131a8af5,depth_pro,14156,21992,0.7261050343513489,0.5051941871643066,1.5779455304145813,2.1537711024284363,1.2871568202972412,0.7926781177520752,3.4653812885284427,4.495318412780762,0.2273826802128689
0,ca9a282c9e77460f8360f564131a8af5,refined,22618,21992,0.5677511096000671,0.4150075316429138,1.167041647434234,1.6007593393325799,0.8868182301521301,0.570824384689331,2.691862320899964,3.0071492195129395,0.2605061527745531
1,39586f9d59004284a7114a68825e8eec,depth_pro,14116,22158,0.7614215612411499,0.5035228729248047,1.749679446220398,2.366680145263672,1.3247212171554565,0.9057371616363525,3.1551264762878413,3.8346869945526123,0.242771555092472
1,39586f9d59004284a7114a68825e8eec,refined,22045,22158,0.60843425989151,0.4432726800441742,1.240056705474854,1.712748312950134,0.9022765159606934,0.5892320275306702,2.4953968763351435,3.021282196044922,0.27509025270758125
2,356d81f38dd9473ba590f39e266f54e5,depth_pro,12407,22558,0.777683436870575,0.515702486038208,1.8450247287750243,2.343391227722168,1.2064485549926758,0.7849526405334473,3.2415553569793696,3.4180712699890137,0.21568627450980393
2,356d81f38dd9473ba590f39e266f54e5,refined,22329,22558,0.5319607853889465,0.4094715714454651,1.0391051769256594,1.4032581567764277,0.8954976201057434,0.5209596157073975,2.736140346527099,3.0448176860809326,0.2683530382183118
3,e0845f5322254dafadbbed75aaa07969,depth_pro,11603,23037,0.8102541565895081,0.45163965225219727,2.103987550735474,2.7884567499160764,0.9997324347496033,0.5265594124794006,2.9252090454101562,2.9363448143005373,0.21825629022820361
3,e0845f5322254dafadbbed75aaa07969,refined,20342,23037,0.6478785872459412,0.45379549264907837,1.360579061508179,1.8989678978919988,0.8192415237426758,0.4678451418876648,2.6397838592529297,2.9096689224243164,0.2354402428926304
4,c923fe08b2ff4e27975d2bf30934383b,depth_pro,10695,23417,0.8024964332580566,0.4274241328239441,1.9394596576690675,2.601652789115905,1.0242183208465576,0.5614615678787231,2.9167304039001465,2.93074631690979,0.20572764465225016
4,c923fe08b2ff4e27975d2bf30934383b,refined,21367,23417,0.8540895581245422,0.5155733227729797,2.052696037292482,2.848012280464174,0.8937035202980042,0.5381064414978027,2.907787799835205,2.9282071590423584,0.228844531908912
