sample_index,sample_token,depth_source,pseudo_points,lidar_points,pseudo_to_gt_mean_nn,pseudo_to_gt_median_nn,pseudo_to_gt_p90_nn,pseudo_to_gt_p95_nn,gt_to_pseudo_mean_nn,gt_to_pseudo_median_nn,gt_to_pseudo_p90_nn,gt_to_pseudo_p95_nn,bev_iou
0,ca9a282c9e77460f8360f564131a8af5,depth_pro,14156,21992,0.7261050343513489,0.5051941871643066,1.5779455304145813,2.1537711024284363,1.2871568202972412,0.7926781177520752,3.4653812885284427,4.495318412780762,0.2273826802128689
0,ca9a282c9e77460f8360f564131a8af5,refined,19663,21992,0.5690432190895081,0.39209771156311035,1.200712394714355,1.655477559566497,1.1166146993637085,0.6085877418518066,3.504638314247133,4.0304388999938965,0.2553382782647786
1,39586f9d59004284a7114a68825e8eec,depth_pro,14116,22158,0.7614215612411499,0.5035228729248047,1.749679446220398,2.366680145263672,1.3247212171554565,0.9057371616363525,3.1551264762878413,3.8346869945526123,0.242771555092472
1,39586f9d59004284a7114a68825e8eec,refined,18805,22158,0.6064858436584473,0.3907707631587982,1.3627281427383449,1.9451832056045528,1.169976830482483,0.6736710071563721,2.993619155883785,4.2075090408325195,0.25226298237255834
2,356d81f38dd9473ba590f39e266f54e5,depth_pro,12407,22558,0.777683436870575,0.515702486038208,1.8450247287750243,2.343391227722168,1.2064485549926758,0.7849526405334473,3.2415553569793696,3.4180712699890137,0.21568627450980393
2,356d81f38dd9473ba590f39e266f54e5,refined,19108,22558,0.5271244049072266,0.3818826675415039,1.091615045070648,1.4969958961009955,1.0084012746810913,0.6066247224807739,2.8410971879959104,3.350571870803833,0.2476267968538107
3,e0845f5322254dafadbbed75aaa07969,depth_pro,11603,23037,0.8102541565895081,0.45163965225219727,2.103987550735474,2.7884567499160764,0.9997324347496033,0.5265594124794006,2.9252090454101562,2.9363448143005373,0.21825629022820361
3,e0845f5322254dafadbbed75aaa07969,refined,16157,23037,0.5331643223762512,0.3601837158203125,1.1277288913726806,1.5397851705551138,0.909881055355072,0.4713272154331207,2.831053400039674,2.924492835998535,0.23527705250942849
4,c923fe08b2ff4e27975d2bf30934383b,depth_pro,10695,23417,0.8024964332580566,0.4274241328239441,1.9394596576690675,2.601652789115905,1.0242183208465576,0.5614615678787231,2.9167304039001465,2.93074631690979,0.20572764465225016
4,c923fe08b2ff4e27975d2bf30934383b,refined,15797,23417,0.5265906453132629,0.345463365316391,1.1436648130416869,1.6266889810562133,0.9777693748474121,0.6041260957717896,2.9265787601470947,2.940290927886963,0.2313410645257211
5,f1e3d9d08f044c439ce86a2d6fcca57b,depth_pro,13034,23471,0.7771652936935425,0.4127988815307617,1.9934256196022035,2.649899959564208,1.249495029449463,0.6438290476799011,3.718317985534668,3.732938528060913,0.2317862165963432
5,f1e3d9d08f044c439ce86a2d6fcca57b,refined,19777,23471,0.5519703030586243,0.38394883275032043,1.0915200471878057,1.5862388372421277,1.0508285760879517,0.5620716214179993,3.049086809158325,3.0710291862487793,0.2625266524520256
6,4f545737bf3347fbbc9af60b0be9a963,depth_pro,14506,23059,0.8277408480644226,0.5174977779388428,1.9642974734306335,2.4965215921401978,1.3919261693954468,0.7520160675048828,4.707101726531983,4.726024627685547,0.24309691391445587
6,4f545737bf3347fbbc9af60b0be9a963,refined,21658,23059,0.5713900923728943,0.39331871271133423,1.2697720766067504,1.6989535272121428,1.1249710321426392,0.5191625952720642,3.781878709793091,3.7900540828704834,0.27060270602706027
7,7626dde27d604ac28a0240bdd54eba7a,depth_pro,15124,23212,0.8735142350196838,0.5875221490859985,2.0317818880081178,2.783303177356718,1.4802095890045166,0.8029038906097412,4.764210224151611,4.80454683303833,0.2568951930654058
7,7626dde27d604ac28a0240bdd54eba7a,refined,21347,23212,0.6323080658912659,0.39000779390335083,1.4342120170593264,2.1291672706604015,1.270916223526001,0.6172654628753662,4.407087326049805,4.420832633972168,0.2742491383554899
8,be99ffc878b24aca8956bbb4e0f97d0c,depth_pro,15446,23317,0.8436456918716431,0.6503587961196899,1.7152944207191467,2.2040228247642517,1.438530683517456,0.8135626912117004,4.64522123336792,4.684876441955566,0.24324324324324326
8,be99ffc878b24aca8956bbb4e0f97d0c,refined,20639,23317,0.6649304032325745,0.4797501862049103,1.4584522008895875,1.873188817501068,1.2486014366149902,0.619448721408844,4.458708667755127,4.4695725440979,0.2723726480036714
9,9813c23a5f1448b09bb7910fea9baf20,depth_pro,15263,23420,0.7407776117324829,0.464835524559021,1.7517603397369386,2.210430288314819,1.4183961153030396,0.8463008403778076,4.497072696685791,4.535076141357422,0.2572997254804093
9,9813c23a5f1448b09bb7910fea9baf20,refined,19808,23420,0.6738795042037964,0.44365641474723816,1.6283634662628172,1.9852794528007505,1.385406494140625,0.6789313554763794,5.175032615661621,5.218596935272217,0.2801326071513142
