epoch,train_loss,train_mae_m,train_rmse_m,val_loss,val_mae_m,val_rmse_m,train_valid_pixels,val_valid_pixels
1,0.003956844472365144,3.7839506456578635,7.060807622694535,0.003538166399165574,3.293811896542572,6.622597206691471,517539,128336
2,0.003586671494607193,3.581493228197537,6.767423243044876,0.0032699152167576053,3.208730973711098,6.367459170695928,517539,128336
3,0.003337899243989442,3.4004277504479132,6.531466048869427,0.0033139442223020727,3.169663466712867,6.4052994614261936,517539,128336
4,0.003382097759943766,3.465411974085528,6.558770084271653,0.0031230362235671943,3.2271383428436877,6.21789233125426,517539,128336
5,0.003250413837829708,3.3881489996255114,6.428932083609861,0.003050526992107431,3.055464475027954,6.145027253856356,517539,128336
6,0.003117228591387781,3.2568218269993903,6.2937196901744725,0.0030394751682049697,3.0505929701257832,6.128741116711626,517539,128336
7,0.003167162204691623,3.2886512047582404,6.343148442151627,0.0032017090965786744,3.255990919040156,6.291292006248071,517539,128336
8,0.0031164645956272986,3.2906996558320967,6.297945101081159,0.003202420057884107,3.1424897263701337,6.308187968422097,517539,128336
9,0.003067834624542027,3.2617294281656792,6.251308229457177,0.0030600591303987634,3.0871006454736007,6.162360781397181,517539,128336
10,0.0030359885406344095,3.240450283773904,6.218981190651443,0.0028379948150056102,3.0075689681285844,5.930140609020184,517539,128336
11,0.002927679151374226,3.149270404470726,6.106446937496568,0.0029606284224428236,3.081653876043647,6.049985971886263,517539,128336
12,0.0029417855492081596,3.1709230469074554,6.1160678262692185,0.0029352198665340743,3.1038453183318593,6.033304670904314,517539,128336
13,0.002820870982153186,3.110813195509179,6.003792465564612,0.00355908045053689,3.3008924084045006,6.629351136296804,517539,128336
14,0.0028918373411417836,3.137144570868089,6.0621024317611605,0.002921348288913982,3.1305829095596716,6.0234961541881855,517539,128336
15,0.0028044658449491383,3.0991353731313,5.992346268472704,0.002739401469524536,2.9170679392741516,5.824295991049586,517539,128336
16,0.0028248285331452885,3.0816172639888006,5.977209638621031,0.002777336773255633,2.986938012387892,5.868771962906538,517539,128336
17,0.00273502590991686,3.026773806916604,5.911172346549765,0.0030274902237579226,3.091181699065344,6.1353911963913905,517539,128336
18,0.0027432799720877987,3.035306199070867,5.924368740527237,0.0031161135799872377,3.001670336131814,6.203303485823156,517539,128336
19,0.0027362943825816424,3.0474188467710888,5.901655378028758,0.002835723804309964,2.9796252762523765,5.926322097540914,517539,128336
20,0.0027173711439698106,3.056259052759792,5.8834982555888855,0.0028311004344787863,2.9200745960554717,5.922979226807995,517539,128336
21,0.0026268065218270444,2.979788336301709,5.805871814211977,0.0028117656539608207,2.83818373985086,5.907716108942479,517539,128336
22,0.0025970883911617827,2.9416076746601463,5.750562710984866,0.002787139273196873,2.926211501814573,5.870529669733161,517539,128336
23,0.0025298017159608812,2.9216379594400133,5.689741734749997,0.002765430176320175,2.9101936274700786,5.848693087545916,517539,128336
24,0.002558152656193771,2.9377767322396235,5.690938216223875,0.0033657713987243674,3.1226443366923546,6.464878839270593,517539,128336
25,0.0025460474248070065,2.9374839214260904,5.695780008319029,0.002882652773728801,2.8963206659423313,5.975488218359922,517539,128336
26,0.0025600264578113435,2.958751196996144,5.710352504723854,0.002982192291205542,3.008933611038602,6.073740239873377,517539,128336
27,0.002496528381824545,2.9163984501651083,5.646902565414985,0.0028673611490780283,2.856964160789354,5.951351086599798,517539,128336
28,0.002453821752876845,2.852664030437199,5.598739754692508,0.0028119864226836297,2.9082495120231266,5.893856786831657,517539,128336
29,0.00242277684204358,2.8563023733929955,5.5695242588866485,0.002855710316604624,2.8934509406703888,5.932666133401039,517539,128336
30,0.0023590767547527016,2.8262458994636153,5.500646021188483,0.002782947907689959,2.8586809676479126,5.870610199909762,517539,128336
